spa-30-00151689-v;v;negative;0.75;disminuir,mermar;-1
spa-30-00145992-r;r;neutral;0.75;indudablemente;-1
spa-30-02725714-v;v;neutral;0.75;abstenerse,refrenarse;-1
spa-30-01624633-a;a;negative;0.75;desagradable,ofensivo;-1
spa-30-02561888-a;a;neutral;0.75;estrecho;-1
spa-30-00520214-a;a;positive;0.75;completo;-1
spa-30-02453889-v;v;positive;0.75;apoyar,respaldar;-1
spa-30-02743261-a;a;neutral;0.75;humano;-1
spa-30-14447908-n;n;positive;0.75;salud;-1
spa-30-02367604-a;a;neutral;0.75;dulce;-1
spa-30-04014297-n;n;positive;0.75;protección;-1
spa-30-02289295-v;v;positive;0.75;ganar;-1
spa-30-02006834-v;v;positive;0.75;lograr;-1
spa-30-00105162-r;r;positive;0.75;justo;-1
spa-30-01246579-a;a;positive;0.75;amigable,amistoso;-1
spa-30-00013236-r;r;negative;0.75;mal;-1
spa-30-00150134-r;r;positive;0.75;desde_luego,indudablemente,puedes_estar_seguro,sin_duda;-1
spa-30-01149494-a;a;negative;0.75;infeliz,triste;-1
spa-30-01534147-v;v;negative;0.75;ensuciar;-1
spa-30-14322699-n;n;negative;0.75;dolor;-1
spa-30-00144722-r;r;positive;0.75;ciertamente,con_bastante_seguridad,con_certeza,con_seguridad,seguro;-1
spa-30-00766234-n;n;negative;0.75;crimen,delito;-1
spa-30-02883344-n;n;neutral;0.75;caja;-1
spa-30-01282014-a;a;positive;0.75;impresionante;-1
spa-30-00933154-a;a;neutral;0.75;caro,costoso;-1
spa-30-05867413-n;n;neutral;0.75;división,parte,sección;-1
spa-30-00168322-r;r;positive;0.75;en_seguida,rápidamente;-1
spa-30-13957601-n;n;neutral;0.75;presencia;-1
spa-30-01001689-a;a;positive;0.75;fértil;-1
spa-30-00700451-a;a;neutral;0.75;definido,definitivo,fijo,preciso,seguro;-1
spa-30-01972298-v;v;neutral;0.75;caer;-1
spa-30-00358431-v;v;negative;0.75;asfixiarse,caer_muerto,dejar_de_existir,diñar,entregar_el_alma,espichar,estirar_la_pata,expirar,fallecer,fenecer,finar,hincar_el_pico,liar_el_petate,morir,perder_la_vida,perecer,quedarse,sucumbir,torcer_la_cabeza;-1
spa-30-01372049-a;a;positive;0.75;amable,simpático;-1
spa-30-00577920-a;a;neutral;0.75;inconsecuente;-1
spa-30-14589223-n;n;neutral;0.75;disolución,solución;-1
spa-30-02120458-a;a;neutral;0.75;frívolo;-1
spa-30-00273504-r;r;negative;0.75;enloquecidamente,enloquecido,frenéticamente;-1
spa-30-05814291-n;n;neutral;0.75;asunto,cuestión,materia,tema;-1
spa-30-00264776-a;a;negative;0.75;cobarde;-1
spa-30-01345109-v;v;neutral;0.75;cerrar;-1
spa-30-01436003-a;a;neutral;0.75;corto;-1
spa-30-05682950-n;n;positive;0.75;interés;-1
spa-30-00586183-a;a;negative;0.75;demoledor,destructivo,destructor,devastador;-1
spa-30-00515154-v;v;positive;0.75;procesar,tratar;-1
spa-30-13480848-n;n;neutral;0.75;fuego,llama;-1
spa-30-00127296-a;a;neutral;0.75;siguiente,subsiguiente;-1
spa-30-01656628-a;a;neutral;0.75;adjunto,cercado,encerrado,incluido;-1
spa-30-02144835-v;v;neutral;0.75;encubrir,esconder,ocultar,tapar;-1
spa-30-01974062-v;v;neutral;0.75;alzar,elevar,levantar,subir;-1
spa-30-01997910-a;a;negative;0.75;irresponsable,temerario;-1
spa-30-00957176-a;a;negative;0.75;injusto;-1
spa-30-01711071-a;a;negative;0.75;doloroso,penoso;-1
spa-30-02554922-v;v;positive;0.75;estimular,favorecer,fomentar,impulsar,potenciar,promover;-1
spa-30-00016950-r;r;negative;0.75;mal,malvadamente;-1
spa-30-00456199-n;n;neutral;0.75;juego;-1
spa-30-01127795-v;v;positive;0.75;defender;-1
spa-30-00078760-v;v;positive;0.75;cuidar,ocuparse,preocuparse,trata,tratar;-1
spa-30-00430606-n;n;neutral;0.75;juego;-1
spa-30-01430111-a;a;neutral;0.75;consecuente,lógico;-1
spa-30-00163590-r;r;negative;0.75;al_azar;-1
spa-30-14174549-n;n;negative;0.75;infección;-1
spa-30-01753788-v;v;neutral;0.75;crear,hacer,producir;-1
spa-30-01158872-v;v;neutral;0.75;emplear,usar,utilizar;-1
spa-30-00058033-r;r;positive;0.75;correcto,de_lleno,exactamente;-1
spa-30-01172889-a;a;negative;0.75;enfermizo,insano;-1
spa-30-01643657-v;v;neutral;0.75;desencadenar,provocar;-1
spa-30-02074092-a;a;negative;0.75;demente;-1
spa-30-01808822-a;a;negative;0.75;desagradable;-1
spa-30-00966477-a;a;neutral;0.75;desconocido,extraño,poco_familiar;-1
spa-30-00713167-v;v;neutral;0.75;asociar,conectar,ligar,relacionar,unir,vincular;-1
spa-30-02699941-v;v;positive;0.75;adecuar,ajustar,convenir,ser_adecuada,ser_propio_de;-1
spa-30-02303077-a;a;neutral;0.75;irregular;-1
spa-30-01020005-v;v;neutral;0.75;apuntar,comentar,destacar,mencionar,notar,observar;-1
spa-30-00307474-a;a;negative;0.75;incapaz;-1
spa-30-05040275-n;n;negative;0.75;debilidad;-1
spa-30-00644372-a;a;negative;0.75;poco_creativa,poco_creativo;-1
spa-30-01834304-a;a;neutral;0.75;práctico;-1
spa-30-05200169-n;n;positive;0.75;aptitud;-1
spa-30-00550117-v;v;negative;0.75;abandonar,cambiar;-1
spa-30-00339934-v;v;neutral;0.75;acaecer,acontecer,llegar_a_ocurrir,llegar_a_pasar,ocurrir,pasar,sobrevenir,suceder,tener_lugar;-1
spa-30-05724694-n;n;negative;0.75;dolor;-1
spa-30-00306059-r;r;neutral;0.75;indefenso,sin_defensa,sin_protección,vulnerable;-1
spa-30-01034457-a;a;neutral;0.75;extranjero,extraño,forastero,foráneo;-1
spa-30-00915787-a;a;negative;0.75;inexacto;-1
spa-30-00467496-r;r;neutral;0.75;directamente,immediatamente;-1
spa-30-00965606-a;a;neutral;0.75;familiar;-1
spa-30-01957529-v;v;neutral;0.75;montar;-1
spa-30-00943837-v;v;neutral;0.75;evidenciar,expresar,mostrar;-1
spa-30-00051848-r;r;neutral;0.75;derecho,directamente,directo;-1
spa-30-00123170-v;v;neutral;0.75;alterar,cambiar,mudar,transformar,variar;-1
spa-30-01912159-v;v;neutral;0.75;atravesar,cruzar;-1
spa-30-07355491-n;n;negative;0.75;deceso,desaparición,muerte,tránsito;-1
spa-30-10162991-n;n;neutral;0.75;cabeza,responsable;-1
spa-30-00221795-r;r;neutral;0.75;ampliamente;-1
spa-30-05827684-n;n;positive;0.75;estímulo;-1
spa-30-02422685-a;a;positive;0.75;limpio;-1
spa-30-01861205-a;a;neutral;0.75;público;-1
spa-30-02180797-a;a;negative;0.75;hipócrita;-1
